Gene,Non-unique Gene name,Annotation,Number_pos_present_in,Number_neg_present_in,Number_pos_not_present_in,Number_neg_not_present_in,Sensitivity,Specificity,Odds_ratio,Naive_p,Bonferroni_p,Benjamini_H_p,Max_Pairwise_comparisons,Max_supporting_pairs,Max_opposing_pairs,Best_pairwise_comp_p,Worst_pairwise_comp_p
group_2338,,"[gene=esxQ] [locus_tag=BQ2027_MB3042C] [db_xref=GOA:P64092,InterPro:IPR036689,UniProtKB/Swiss-Prot:P64092][protein=esat-6 like protein esxq (tb12.9)(esat-6 like protein 8)] [protein_id=SIU01666.1] [location=complement(3337517..3337879)][gbkey=CDS]",590,42,56,12,91.33126935,22.22222222,3.010204082,0.003386833,1,0.147982031,18,10,9,0.814529419,1
group_3949,,hypothetical protein,247,32,399,22,38.23529412,40.74074074,0.425595238,0.003493703,1,0.152144403,33,16,22,0.080143312,1
group_1045,,hypothetical protein,155,4,491,50,23.99380805,92.59259259,3.946028513,0.003641137,1,0.157829018,6,2,4,0.6875,0.6875
group_266,,"[gene=PE_PGRS9] [locus_tag=BQ2027_MB0767] [db_xref=InterPro:IPR000084,UniProtKB/TrEMBL:A0A1R3XW92][protein=pe-pgrs family protein pe_pgrs9] [protein_id=SIT99366.1][location=837525..839918] [gbkey=CDS]",98,1,548,53,15.17027864,98.14814815,9.47810219,0.003648321,1,0.157829018,8,7,1,0.0703125,0.0703125
group_830,,hypothetical protein,100,1,546,53,15.47987616,98.14814815,9.706959707,0.003764192,1,0.162306015,9,8,1,0.0390625,0.0390625
group_3210,,hypothetical protein,251,32,395,22,38.85448916,40.74074074,0.436867089,0.00386673,1,0.165098033,33,16,22,0.080143312,1
group_3951,,hypothetical protein,251,32,395,22,38.85448916,40.74074074,0.436867089,0.00386673,1,0.165098033,33,16,22,0.080143312,1
group_3950,,hypothetical protein,251,32,395,22,38.85448916,40.74074074,0.436867089,0.00386673,1,0.165098033,33,16,22,0.080143312,1
group_1169,,"[gene=esxN] [locus_tag=BQ2027_MB1821] [db_xref=GOA:P0A571,InterPro:IPR009416,InterPro:IPR010310,InterPro:IPR036689,UniProtKB/Swiss-Prot:P0A571][protein=putative esat-6 like protein esxn (esat-6 like protein 5)] [protein_id=SIU00425.1] [location=2025558..2025842] [gbkey=CDS]",2,3,644,51,0.309597523,94.44444444,0.052795031,0.003893025,1,0.165144903,4,1,3,0.625,0.625
group_15808,,hypothetical protein,644,51,2,3,99.69040248,5.555555556,18.94117647,0.003893025,1,0.165144903,4,3,1,0.625,0.625
group_1768,,"[locus_tag=BQ2027_MB2838C] [db_xref=GOA:P59800,InterPro:IPR001584,InterPro:IPR012337,InterPro:IPR025948,InterPro:IPR036397,InterPro:IPR038965,UniProtKB/Swiss-Prot:P59800][protein=PROBABLE TRANSPOSASE] [protein_id=SIU01457.1][location=complement(3081458..3082294)][gbkey=CDS]",574,54,72,0,88.85448916,0,0,0.003986981,1,0.16804292,10,0,10,0.001953125,0.001953125
group_1676,,hypothetical protein,72,0,574,54,11.14551084,100,inf,0.003986981,1,0.16804292,9,9,0,0.00390625,0.00390625
group_3233,,hypothetical protein,136,3,510,51,21.05263158,94.44444444,4.533333333,0.004009816,1,0.168463686,8,5,3,0.7265625,0.7265625
group_768,,hypothetical protein,73,0,573,54,11.3003096,100,inf,0.004052167,1,0.169699037,7,7,0,0.015625,0.015625
group_454,,hypothetical protein,116,2,530,52,17.95665635,96.2962963,5.690566038,0.004091176,1,0.170787062,8,6,2,0.2890625,0.2890625
group_3981,,hypothetical protein,298,36,348,18,46.13003096,33.33333333,0.42816092,0.004330829,1,0.180217484,43,17,31,0.005401573,0.22205282
group_2299,,hypothetical protein,63,13,583,41,9.752321981,75.92592593,0.340810133,0.004532585,1,0.188016197,38,28,12,0.005097643,0.03355244
group_2292,,"[gene=cfp29] [locus_tag=BQ2027_MB0821C] [db_xref=GOA:A0A1R3XWH2,InterPro:IPR007544,UniProtKB/TrEMBL:A0A1R3XWH2][protein=29 KDa ANTIGEN CFP29] [protein_id=SIT99420.1][location=complement(892302..893099)] [gbkey=CDS]",582,41,64,13,90.09287926,24.07407407,2.883384146,0.004793088,1,0.19819494,33,12,23,0.035082033,0.162755657
group_177,,"[gene=PE_PGRS20] [locus_tag=BQ2027_MB1097C] [db_xref=InterPro:IPR000084,UniProtKB/TrEMBL:A0A1R3XX95][protein=pe-pgrs family protein pe_pgrs20] [protein_id=SIT99696.1][location=complement(1191245..1193536)][gbkey=CDS]",184,26,462,28,28.48297214,51.85185185,0.428904429,0.00485311,1,0.200045805,43,24,24,0.542384012,0.542384012
group_1627,,"[locus_tag=BQ2027_MB3142] [db_xref=GOA:P60231,InterPro:IPR001207,UniProtKB/Swiss-Prot:P60231][protein=PROBABLE TRANSPOSASE] [protein_id=SIU01768.1][location=3442410..3443657] [gbkey=CDS]",480,49,166,5,74.30340557,9.259259259,0.295057782,0.004900128,1,0.201350726,17,5,12,0.143463135,0.143463135
group_1182,,"[gene=esxL] [locus_tag=BQ2027_MB1230] [db_xref=GOA:P59804,InterPro:IPR009416,InterPro:IPR010310,InterPro:IPR036689,UniProtKB/Swiss-Prot:P59804][protein=putative esat-6 like protein esxl (esat-6 like protein 4)] [protein_id=SIT99831.1] [location=1342281..1342565] [gbkey=CDS]",197,7,449,47,30.49535604,87.03703704,2.945911549,0.004942851,1,0.202471544,9,3,6,0.5078125,0.5078125
group_2291,,"[gene=cfp29] [locus_tag=BQ2027_MB0821C] [db_xref=GOA:A0A1R3XWH2,InterPro:IPR007544,UniProtKB/TrEMBL:A0A1R3XWH2][protein=29 KDa ANTIGEN CFP29] [protein_id=SIT99420.1][location=complement(892302..893099)] [gbkey=CDS]",65,13,581,41,10.0619195,75.92592593,0.352839931,0.005107092,1,0.208547527,33,23,12,0.035082033,0.162755657
group_2288,,[gene=PPE35b] [locus_tag=BQ2027_MB1952C] [db_xref=UniProtKB/TrEMBL:A0A1R3Y0I4] [protein=PPE FAMILY PROTEIN] [protein_id=SIU00555.1] [location=complement(2163693..2164697)][gbkey=CDS],494,50,152,4,76.47058824,7.407407407,0.26,0.005688365,1,0.2315624,15,4,11,0.118469238,0.118469238
group_2733,,hypothetical protein,646,52,0,2,100,3.703703704,inf,0.005849172,1,0.235186964,2,2,0,0.5,0.5
group_1007,,"[locus_tag=BQ2027_MB1014] [db_xref=GOA:A0A1R3XY07,InterPro:IPR003838,UniProtKB/TrEMBL:A0A1R3XY07][protein=PROBABLE ADHESION COMPONENT TRANSPORT TRANSMEMBRANE PROTEIN ABC TRANSPORTER] [protein_id=SIT99613.1][location=1104293..1105588] [gbkey=CDS]",646,52,0,2,100,3.703703704,inf,0.005849172,1,0.235186964,2,2,0,0.5,0.5
group_3860,,"[gene=scoA] [locus_tag=BQ2027_MB2532C] [db_xref=GOA:P63649,InterPro:IPR004163,InterPro:IPR004165,InterPro:IPR012792,InterPro:IPR037171,UniProtKB/Swiss-Prot:P63649][protein=PROBABLE SUCCINYL-COA:3-KETOACID-COENZYME A TRANSFERASE (ALPHA SUBUNIT) SCOA (3-OXO ACID:CoA TRANSFERASE) (OXCT A) (SUCCINYL-COA:3-OXOACID-COENZYME A TRANSFERASE)][protein_id=SIU01148.1] [location=complement(2790332..2791078)][gbkey=CDS]",646,52,0,2,100,3.703703704,inf,0.005849172,1,0.235186964,2,2,0,0.5,0.5
group_4460,,hypothetical protein,0,2,646,52,0,96.2962963,0,0.005849172,1,0.235186964,2,0,2,0.5,0.5
group_983,,hypothetical protein,564,39,82,15,87.30650155,27.77777778,2.645403377,0.006210924,1,0.248968794,31,13,24,0.003326893,0.47312966
group_427,,"[gene=mycp2] [locus_tag=BQ2027_MB3916C] [db_xref=GOA:A0A1R3Y5J2,InterPro:IPR000209,InterPro:IPR015500,InterPro:IPR023827,InterPro:IPR023834,InterPro:IPR036852,UniProtKB/TrEMBL:A0A1R3Y5J2][protein=probable alanine and proline rich membrane-anchored mycosin mycp2 (serine protease) (subtilisin-like protease) (subtilase-like)(mycosin-2)] [protein_id=SIU02548.1] [location=complement(4309295..4310947)][gbkey=CDS]",65,0,581,54,10.0619195,100,inf,0.006402541,1,0.255867401,5,5,0,0.0625,0.0625
group_178,,"[gene=PE_PGRS20] [locus_tag=BQ2027_MB1097C] [db_xref=InterPro:IPR000084,UniProtKB/TrEMBL:A0A1R3XX95][protein=pe-pgrs family protein pe_pgrs20] [protein_id=SIT99696.1][location=complement(1191245..1193536)][gbkey=CDS]",169,24,477,30,26.16099071,55.55555556,0.442872117,0.006451817,1,0.256725852,43,26,21,0.22205282,1
group_385,,hypothetical protein,109,2,537,52,16.87306502,96.2962963,5.277467412,0.006463193,1,0.256725852,8,7,1,0.0703125,0.0703125
group_1767,,"[locus_tag=BQ2027_MB2838C] [db_xref=GOA:P59800,InterPro:IPR001584,InterPro:IPR012337,InterPro:IPR025948,InterPro:IPR036397,InterPro:IPR038965,UniProtKB/Swiss-Prot:P59800][protein=PROBABLE TRANSPOSASE] [protein_id=SIU01457.1][location=complement(3081458..3082294)][gbkey=CDS]",69,0,577,54,10.68111455,100,inf,0.00676561,1,0.267926326,10,10,0,0.001953125,0.001953125
group_4009,,hypothetical protein,58,12,588,42,8.978328173,77.77777778,0.345238095,0.007039061,1,0.277915715,28,19,12,0.087158553,0.571588188
group_1621,,"[locus_tag=BQ2027_MB3142] [db_xref=GOA:P60231,InterPro:IPR001207,UniProtKB/Swiss-Prot:P60231][protein=PROBABLE TRANSPOSASE] [protein_id=SIU01768.1][location=3442410..3443657] [gbkey=CDS]",161,5,485,49,24.92260062,90.74074074,3.253195876,0.007364061,1,0.289874219,16,11,5,0.210113525,0.210113525
group_487,,"[gene=PE_PGRS31] [locus_tag=BQ2027_MB1797] [db_xref=InterPro:IPR000084,UniProtKB/TrEMBL:A0A1R3XZ75][protein=pe-pgrs family protein pe_pgrs31] [protein_id=SIU00401.1][location=1995463..1997337] [gbkey=CDS]",501,50,145,4,77.55417957,7.407407407,0.276413793,0.008554224,1,0.33571488,6,4,2,0.6875,0.6875
group_426,,"[gene=mycp2] [locus_tag=BQ2027_MB3916C] [db_xref=GOA:A0A1R3Y5J2,InterPro:IPR000209,InterPro:IPR015500,InterPro:IPR023827,InterPro:IPR023834,InterPro:IPR036852,UniProtKB/TrEMBL:A0A1R3Y5J2][protein=probable alanine and proline rich membrane-anchored mycosin mycp2 (serine protease) (subtilisin-like protease) (subtilase-like)(mycosin-2)] [protein_id=SIU02548.1] [location=complement(4309295..4310947)][gbkey=CDS]",560,53,86,1,86.6873065,1.851851852,0.122860904,0.009002144,1,0.351190803,5,1,4,0.375,0.375
thcA,,hypothetical protein,86,1,560,53,13.3126935,98.14814815,8.139285714,0.009002144,1,0.351190803,7,6,1,0.125,0.125
group_440,,hypothetical protein,88,1,558,53,13.62229102,98.14814815,8.358422939,0.009128373,1,0.355058479,6,5,1,0.21875,0.21875
group_970,,hypothetical protein,172,6,474,48,26.625387,88.88888889,2.902953586,0.00934665,1,0.362473034,29,25,6,0.000103716,0.0023157
group_1694,,hypothetical protein,124,3,522,51,19.19504644,94.44444444,4.038314176,0.009468521,1,0.366116127,5,2,3,1,1
group_549,,hypothetical protein,106,2,540,52,16.40866873,96.2962963,5.103703704,0.009782738,1,0.375823857,9,8,2,0.0390625,0.1796875
group_15334,,hypothetical protein,105,2,541,52,16.25386997,96.2962963,5.046210721,0.009790617,1,0.375823857,9,7,2,0.1796875,0.1796875
group_1523,,hypothetical protein,264,32,382,22,40.86687307,40.74074074,0.47513089,0.009805597,1,0.375823857,6,2,6,0.03125,0.6875
group_12949,,"[gene=celA2b] [locus_tag=BQ2027_MB1120] [db_xref=GOA:A0A1R3XXB8,InterPro:IPR002594,InterPro:IPR013319,InterPro:IPR013320,UniProtKB/TrEMBL:A0A1R3XXB8][protein=PROBABLE CELLULASE CELA2B (ENDO-1,4-BETA-GLUCANASE)(ENDOGLUCANASE) (CARBOXYMETHYL CELLULASE)] [protein_id=SIT99720.1][location=1217008..1217463] [gbkey=CDS]",104,2,542,52,16.09907121,96.2962963,4.988929889,0.009863603,1,0.376944915,9,7,2,0.1796875,0.1796875
group_5,,hypothetical protein,61,0,585,54,9.442724458,100,inf,0.010236134,1,0.390044304,9,9,0,0.00390625,0.00390625
group_72,,"[gene=PE_PGRS43a] [locus_tag=BQ2027_MB2518C] [db_xref=InterPro:IPR000084,UniProtKB/TrEMBL:A0A1R3Y1B4][protein=PE-PGRS FAMILY PROTEIN [FIRST PART]][protein_id=SIU01134.1] [location=complement(2775915..2777444)][gbkey=CDS]",59,0,587,54,9.133126935,100,inf,0.01032526,1,0.391166222,6,6,0,0.03125,0.03125
group_155,,hypothetical protein,59,0,587,54,9.133126935,100,inf,0.01032526,1,0.391166222,8,8,0,0.0078125,0.0078125
group_11084,,"[locus_tag=BQ2027_MB1181] [db_xref=GOA:A0A1R3XX79,InterPro:IPR002559,UniProtKB/TrEMBL:A0A1R3XX79][protein=POSSIBLE TRANSPOSASE (FRAGMENT)] [partial=3'][protein_id=SIT99781.1] [location=1279738..>1280217][gbkey=CDS]",232,10,414,44,35.91331269,81.48148148,2.465700483,0.010760614,1,0.406484514,23,14,10,0.404872894,0.677639484
group_1178,,"[gene=esxN] [locus_tag=BQ2027_MB1821] [db_xref=GOA:P0A571,InterPro:IPR009416,InterPro:IPR010310,InterPro:IPR036689,UniProtKB/Swiss-Prot:P0A571][protein=putative esat-6 like protein esxn (esat-6 like protein 5)] [protein_id=SIU00425.1] [location=2025558..2025842] [gbkey=CDS]",626,48,20,6,96.90402477,11.11111111,3.9125,0.010978231,1,0.413513382,19,6,13,0.167068481,0.167068481
group_3998,,hypothetical protein,82,14,564,40,12.69349845,74.07407407,0.415400203,0.011971885,1,0.448364212,17,10,10,0.629058838,0.629058838
group_2897,,"[gene=glnQ] [locus_tag=BQ2027_MB2593] [db_xref=GOA:P63402,InterPro:IPR000595,InterPro:IPR003439,InterPro:IPR003593,InterPro:IPR014710,InterPro:IPR017871,InterPro:IPR018488,InterPro:IPR018490,InterPro:IPR027417,UniProtKB/Swiss-Prot:P63402][protein=PROBABLE GLUTAMINE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER GLNQ] [protein_id=SIU01211.1][location=2855204..2856196] [gbkey=CDS]",564,40,82,14,87.30650155,25.92592593,2.407317073,0.011971885,1,0.448364212,17,10,10,0.629058838,0.629058838
group_3957,,hypothetical protein,223,28,423,26,34.52012384,48.14814815,0.489530564,0.012278776,1,0.458547572,40,23,20,0.429590508,1
group_1290,,"[locus_tag=BQ2027_MB2875C] [db_xref=GOA:A0A1R3Y4C6,InterPro:IPR002035,InterPro:IPR003593,InterPro:IPR011704,InterPro:IPR027417,InterPro:IPR036465,UniProtKB/TrEMBL:A0A1R3Y4C6][protein=POSSIBLE MAGNESIUM CHELATASE][protein_id=SIU01495.1] [location=complement(3119093..3120982)][gbkey=CDS]",171,6,475,48,26.47058824,88.88888889,2.88,0.013540866,1,0.504243379,12,9,6,0.145996094,1
group_2463,,hypothetical protein,213,9,433,45,32.97213622,83.33333333,2.459584296,0.01425252,1,0.52924089,6,1,5,0.21875,0.21875
group_235,,"[gene=PE_PGRS41] [locus_tag=BQ2027_MB2418] [db_xref=InterPro:IPR000084,UniProtKB/TrEMBL:A0A1R3Y109][protein=pe-pgrs family protein pe_pgrs41] [protein_id=SIU01033.1][location=2665282..2666364] [gbkey=CDS]",529,51,117,3,81.88854489,5.555555556,0.265962795,0.014429199,1,0.532900503,8,3,5,0.7265625,0.7265625
group_4033,,hypothetical protein,121,3,525,51,18.73065015,94.44444444,3.918095238,0.014432383,1,0.532900503,8,5,3,0.7265625,0.7265625
group_2335,,hypothetical protein,84,1,562,53,13.00309598,98.14814815,7.921708185,0.014600438,1,0.537591399,7,6,1,0.125,0.125
group_3223,,"[locus_tag=BQ2027_MB1607C] [db_xref=InterPro:IPR036869,UniProtKB/TrEMBL:A0A1R3XYP8] [protein=Probable phiRv1 phage protein] [protein_id=SIU00211.1][location=complement(1773681..1774076)] [gbkey=CDS]",376,22,270,32,58.20433437,59.25925926,2.025589226,0.01488977,1,0.537738332,9,6,5,0.5078125,1
group_3222,,"[locus_tag=BQ2027_MB1603C] [db_xref=InterPro:IPR006433,UniProtKB/TrEMBL:A0A1R3XYR4] [protein=Probable phiRv1 phage protein] [protein_id=SIU00207.1][location=complement(1771847..1772359)] [gbkey=CDS]",376,22,270,32,58.20433437,59.25925926,2.025589226,0.01488977,1,0.537738332,9,6,5,0.5078125,1
group_3856,,[locus_tag=BQ2027_MB2453C] [db_xref=UniProtKB/TrEMBL:A0A1R3Y157] [protein_id=SIU01068.1][location=complement(2698440..2698634)] [gbkey=CDS],547,52,99,2,84.6749226,3.703703704,0.212509713,0.014959838,1,0.537738332,13,2,11,0.022460938,0.022460938
group_2348,,hypothetical protein,98,2,548,52,15.17027864,96.2962963,4.649635036,0.015095897,1,0.537738332,9,8,2,0.0390625,0.1796875
group_3991,,[locus_tag=BQ2027_MB1611C] [db_xref=UniProtKB/TrEMBL:A0A1R3XYR1] [protein=Possible phage phiRv1 protein] [protein_id=SIU00215.1] [location=complement(1776359..1776874)][gbkey=CDS],375,22,271,32,58.0495356,59.25925926,2.0127474,0.01517876,1,0.537738332,9,6,5,0.5078125,1
group_3990,,[locus_tag=BQ2027_MB1610C] [db_xref=UniProtKB/TrEMBL:A0A1R3XZN2] [protein=Possible phiRv1 phage protein] [protein_id=SIU00214.1] [location=complement(1776082..1776303)][gbkey=CDS],375,22,271,32,58.0495356,59.25925926,2.0127474,0.01517876,1,0.537738332,9,6,5,0.5078125,1
group_3989,,"[locus_tag=BQ2027_MB1608C] [db_xref=InterPro:IPR006500,InterPro:IPR014015,InterPro:IPR014818,InterPro:IPR027417,UniProtKB/TrEMBL:A0A1R3XYQ8][protein=Probable phiRv1 phage protein] [protein_id=SIU00212.1][location=complement(1774272..1775687)] [gbkey=CDS]",375,22,271,32,58.0495356,59.25925926,2.0127474,0.01517876,1,0.537738332,9,6,5,0.5078125,1
group_3946,,[locus_tag=BQ2027_MB1599] [db_xref=UniProtKB/TrEMBL:A0A1R3Y0V5] [protein=Probable phiRV1 phage protein] [protein_id=SIU00203.1] [location=1769089..1769499][gbkey=CDS],375,22,271,32,58.0495356,59.25925926,2.0127474,0.01517876,1,0.537738332,9,6,5,0.5078125,1
group_3224,,"[locus_tag=BQ2027_MB1609C] [db_xref=InterPro:IPR024384,UniProtKB/TrEMBL:A0A1R3Y0W3] [protein=Probable phiRv1 phage protein] [protein_id=SIU00213.1][location=complement(1775687..1776085)] [gbkey=CDS]",375,22,271,32,58.0495356,59.25925926,2.0127474,0.01517876,1,0.537738332,9,6,5,0.5078125,1
group_1675,,"[locus_tag=BQ2027_MB1602C] [db_xref=InterPro:IPR024455,UniProtKB/TrEMBL:A0A1R3XZ36] [protein=Probable phiRV1 phage protein] [protein_id=SIU00206.1][location=complement(1770418..1771839)] [gbkey=CDS]",375,22,271,32,58.0495356,59.25925926,2.0127474,0.01517876,1,0.537738332,9,6,5,0.5078125,1
group_3986,,[locus_tag=BQ2027_MB1605C] [db_xref=UniProtKB/TrEMBL:A0A1R3XYR0] [protein=Probable phiRv1 phage protein] [protein_id=SIU00209.1] [location=complement(1773084..1773398)][gbkey=CDS],375,22,271,32,58.0495356,59.25925926,2.0127474,0.01517876,1,0.537738332,9,6,5,0.5078125,1
group_3987,,[locus_tag=BQ2027_MB1606C] [db_xref=UniProtKB/TrEMBL:A0A1R3XYR2] [protein=Probable phiRv1 phage protein] [protein_id=SIU00210.1] [location=complement(1773395..1773667)][gbkey=CDS],375,22,271,32,58.0495356,59.25925926,2.0127474,0.01517876,1,0.537738332,9,6,5,0.5078125,1
group_3985,,"[locus_tag=BQ2027_MB1604C] [db_xref=InterPro:IPR006448,InterPro:IPR022357,UniProtKB/TrEMBL:A0A1R3XYR7][protein=Probable phiRv1 phage protein] [protein_id=SIU00208.1][location=complement(1772533..1773003)][gbkey=CDS]",375,22,271,32,58.0495356,59.25925926,2.0127474,0.01517876,1,0.537738332,9,6,5,0.5078125,1
group_3992,,hypothetical protein,375,22,271,32,58.0495356,59.25925926,2.0127474,0.01517876,1,0.537738332,9,6,5,0.5078125,1
group_2246,,hypothetical protein,304,35,342,19,47.05882353,35.18518519,0.482539683,0.015418612,1,0.543298845,32,18,17,0.596614896,0.860050066
group_2245,,hypothetical protein,342,19,304,35,52.94117647,64.81481481,2.072368421,0.015418612,1,0.543298845,32,17,18,0.596614896,0.860050066
group_4003,,hypothetical protein,59,11,587,43,9.133126935,79.62962963,0.392906923,0.015513565,1,0.545179128,28,18,10,0.184933342,0.184933342
group_3886,,hypothetical protein,307,35,339,19,47.52321981,35.18518519,0.491613991,0.015985743,1,0.560270382,31,18,16,0.47312966,1
group_1698,,hypothetical protein,55,0,591,54,8.513931889,100,inf,0.016269525,1,0.566239801,5,5,0,0.0625,0.0625
group_213,,hypothetical protein,55,0,591,54,8.513931889,100,inf,0.016269525,1,0.566239801,4,4,0,0.125,0.125
group_2287,,[gene=PPE35b] [locus_tag=BQ2027_MB1952C] [db_xref=UniProtKB/TrEMBL:A0A1R3Y0I4] [protein=PPE FAMILY PROTEIN] [protein_id=SIU00555.1] [location=complement(2163693..2164697)][gbkey=CDS],152,5,494,49,23.52941176,90.74074074,3.015384615,0.016330271,1,0.566239801,16,11,5,0.210113525,0.210113525
group_1606,,"[gene=gabT] [locus_tag=BQ2027_MB2620] [db_xref=GOA:P63505,InterPro:IPR004632,InterPro:IPR005814,InterPro:IPR015421,InterPro:IPR015422,InterPro:IPR015424,UniProtKB/Swiss-Prot:P63505][protein=4-AMINOBUTYRATE AMINOTRANSFERASE GABT (GAMMA-AMINO-N-BUTYRATE TRANSAMINASE)(GABA TRANSAMINASE) (GLUTAMATE:SUCCINIC SEMIALDEHYDE TRANSAMINASE)(GABA AMINOTRANSFERASE) (GABA-AT)] [protein_id=SIU01238.1][location=2888219..2889568] [gbkey=CDS]",56,0,590,54,8.66873065,100,inf,0.016334708,1,0.566239801,8,8,0,0.0078125,0.0078125
group_1605,,"[gene=gabT] [locus_tag=BQ2027_MB2620] [db_xref=GOA:P63505,InterPro:IPR004632,InterPro:IPR005814,InterPro:IPR015421,InterPro:IPR015422,InterPro:IPR015424,UniProtKB/Swiss-Prot:P63505][protein=4-AMINOBUTYRATE AMINOTRANSFERASE GABT (GAMMA-AMINO-N-BUTYRATE TRANSAMINASE)(GABA TRANSAMINASE) (GLUTAMATE:SUCCINIC SEMIALDEHYDE TRANSAMINASE)(GABA AMINOTRANSFERASE) (GABA-AT)] [protein_id=SIU01238.1][location=2888219..2889568] [gbkey=CDS]",592,54,54,0,91.64086687,0,0,0.016372054,1,0.566239801,8,0,8,0.0078125,0.0078125
group_835,,"[gene=PE_PGRS44] [locus_tag=BQ2027_MB2622] [db_xref=InterPro:IPR000084,UniProtKB/TrEMBL:A0A1R3Y1N3][protein=pe-pgrs family protein pe_pgrs44] [protein_id=SIU01240.1][location=2893410..2895050] [gbkey=CDS]",57,0,589,54,8.823529412,100,inf,0.016568482,1,0.566293003,7,7,0,0.015625,0.015625
group_3849,,hypothetical protein,645,52,1,2,99.84520124,3.703703704,24.80769231,0.016676007,1,0.566293003,3,2,1,1,1
group_2224,,hypothetical protein,645,52,1,2,99.84520124,3.703703704,24.80769231,0.016676007,1,0.566293003,3,2,1,1,1
group_2359,,hypothetical protein,1,2,645,52,0.154798762,96.2962963,0.040310078,0.016676007,1,0.566293003,3,1,2,1,1
group_391,,"[gene=hrp1] [locus_tag=BQ2027_MB2659C] [db_xref=InterPro:IPR000644,UniProtKB/TrEMBL:A0A1R3Y200][protein=hypoxic response protein 1 hrp1] [protein_id=SIU01277.1][location=complement(2924436..2924867)] [gbkey=CDS]",645,52,1,2,99.84520124,3.703703704,24.80769231,0.016676007,1,0.566293003,3,2,1,1,1
group_2218,,hypothetical protein,1,2,645,52,0.154798762,96.2962963,0.040310078,0.016676007,1,0.566293003,2,1,2,0.5,1
group_4624,,hypothetical protein,1,2,645,52,0.154798762,96.2962963,0.040310078,0.016676007,1,0.566293003,3,1,2,1,1
group_834,,"[gene=PE_PGRS44] [locus_tag=BQ2027_MB2622] [db_xref=InterPro:IPR000084,UniProtKB/TrEMBL:A0A1R3Y1N3][protein=pe-pgrs family protein pe_pgrs44] [protein_id=SIU01240.1][location=2893410..2895050] [gbkey=CDS]",588,54,58,0,91.02167183,0,0,0.016972361,1,0.574867475,7,0,7,0.015625,0.015625
group_143,,"[gene=PE_PGRS28] [locus_tag=BQ2027_MB1487C] [db_xref=InterPro:IPR000084,UniProtKB/TrEMBL:A0A1R3XYE4][protein=pe-pgrs family protein pe_pgrs28] [protein_id=SIU00090.1][location=complement(1636997..1639384)][gbkey=CDS]",16,5,630,49,2.476780186,90.74074074,0.248888889,0.017785641,1,0.598275271,17,13,5,0.049041748,0.143463135
group_12092,,"[gene=coaE] [locus_tag=BQ2027_MB1657] [db_xref=GOA:P63827,InterPro:IPR001977,InterPro:IPR007344,InterPro:IPR027417,UniProtKB/Swiss-Prot:P63827][protein=Probable dephospho-CoA kinase coaE (dephosphocoenzyme A kinase)] [protein_id=SIU00261.1] [location=1824788..1826011][gbkey=CDS]",420,26,226,28,65.01547988,51.85185185,2.00136147,0.017800378,1,0.598275271,31,20,16,0.149612784,1
group_11344,,"[gene=TB15.3] [locus_tag=BQ2027_MB1662] [db_xref=InterPro:IPR006015,InterPro:IPR006016,InterPro:IPR014729,UniProtKB/TrEMBL:A0A1R3XZ92][protein=iron-regulated universal stress protein family protein tb15.3][protein_id=SIU00266.1] [location=1832226..1832666] [gbkey=CDS]",420,26,226,28,65.01547988,51.85185185,2.00136147,0.017800378,1,0.598275271,31,20,16,0.149612784,1
group_3228,,hypothetical protein,77,13,569,41,11.91950464,75.92592593,0.426794646,0.017853158,1,0.598514582,21,11,10,1,1
group_12093,,"[gene=coaE] [locus_tag=BQ2027_MB1657] [db_xref=GOA:P63827,InterPro:IPR001977,InterPro:IPR007344,InterPro:IPR027417,UniProtKB/Swiss-Prot:P63827][protein=Probable dephospho-CoA kinase coaE (dephosphocoenzyme A kinase)] [protein_id=SIU00261.1] [location=1824788..1826011][gbkey=CDS]",227,28,419,26,35.13931889,48.14814815,0.503068531,0.018081641,1,0.601977207,31,16,20,0.149612784,1
group_11345,,"[gene=TB15.3] [locus_tag=BQ2027_MB1662] [db_xref=InterPro:IPR006015,InterPro:IPR006016,InterPro:IPR014729,UniProtKB/TrEMBL:A0A1R3XZ92][protein=iron-regulated universal stress protein family protein tb15.3][protein_id=SIU00266.1] [location=1832226..1832666] [gbkey=CDS]",227,28,419,26,35.13931889,48.14814815,0.503068531,0.018081641,1,0.601977207,31,16,20,0.149612784,1
group_154,,"[gene=PE_PGRS10] [locus_tag=BQ2027_MB0768] [db_xref=InterPro:IPR000084,UniProtKB/TrEMBL:A0A1R3XWC7][protein=pe-pgrs family protein pe_pgrs10] [protein_id=SIT99367.1][location=840317..843046] [gbkey=CDS]",585,43,61,11,90.55727554,20.37037037,2.453297751,0.018094219,1,0.601977207,20,10,12,0.503444672,1
secE2,,Calcium dodecin,641,51,5,3,99.22600619,5.555555556,7.541176471,0.018432263,1,0.611671158,7,3,5,0.453125,1
group_585,,putative protein,131,4,515,50,20.27863777,92.59259259,3.17961165,0.019062309,1,0.630981694,3,1,2,1,1
group_923,,hypothetical protein,242,29,404,25,37.46130031,46.2962963,0.516387846,0.020420558,1,0.674238477,30,16,18,0.361594608,0.855535552
