Assembly,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,Reference length,GC (%),Reference GC (%),N50,NG50,N75,NG75,L50,LG50,L75,LG75,# misassemblies,# misassembled contigs,Misassembled contigs length,# local misassemblies,# scaffold gap ext. mis.,# scaffold gap loc. mis.,# unaligned mis. contigs,# unaligned contigs,Unaligned length,Genome fraction (%),Duplication ratio,# N's per 100 kbp,# mismatches per 100 kbp,# indels per 100 kbp,Largest alignment,Total aligned length,NA50,NGA50,NA75,NGA75,LA50,LGA50,LA75,LGA75
SRX5400173.scaffold,4351,248,75,68,48,31,6186230,4618836,4367052,4317554,3974858,3364123,1049,264223,5151139,4349904,66.14,65.63,80725,106289,29749,51681,18,14,44,30,7,7,364243,11,0,2,0,930 + 7 part,730438,98.809,1.029,33.93,8.89,2.47,264223,4416412,80725,98717,26887,51681,19,14,46,31
SRX5400174.scaffold,366,128,94,82,54,28,4346522,4278565,4199791,4109625,3629149,2669528,153,264525,4295736,4349904,65.55,65.63,64859,64859,40560,37628,20,20,40,42,5,5,27992,8,0,4,0,1 + 1 part,1091,98.667,1.001,27.28,4.57,1.7,264304,4292413,64859,64859,37754,37562,20,20,41,42
SRX5400175.scaffold,511,138,92,84,54,28,4447924,4352539,4249813,4199582,3711217,2788422,166,227543,4371662,4349904,65.45,65.63,68554,68554,35340,35340,18,18,40,40,11,9,225215,11,0,2,0,13 + 0 part,18505,98.547,1.016,36.62,4.5,1.42,227543,4351053,63186,64392,35284,35284,19,18,41,41
SRX5400176.scaffold,575,120,97,83,55,31,4523007,4414726,4369486,4269684,3820446,2938777,143,227543,4431305,4349904,65.57,65.63,71943,72771,41857,42222,20,19,40,38,5,5,245283,10,0,3,0,0 + 0 part,0,98.922,1.03,33.56,4.88,1.58,227543,4428845,71943,72771,35232,36821,20,19,42,40
SRX5400177.scaffold,299,99,74,68,48,28,4334484,4276637,4223419,4180053,3861448,3128919,123,263591,4292364,4349904,65.52,65.63,98717,98717,49814,48289,14,14,30,31,5,5,189291,12,0,2,0,1 + 0 part,702,98.622,1,22.83,4.38,1.72,263591,4290184,98717,98717,49814,48289,14,14,30,31
SRX5400178.scaffold,582,159,126,105,61,27,4375986,4282690,4208702,4058466,3355599,2203149,192,140492,4306419,4349904,65.55,65.63,52438,52438,27065,26795,27,27,57,58,3,3,36897,13,0,3,0,0 + 0 part,0,98.737,1.003,27.89,4.49,1.56,140492,4305079,52438,52438,26717,26654,27,27,57,58
SRX5400179.scaffold,850,117,80,74,51,29,4496633,4297035,4211908,4170461,3788831,3028395,152,227543,4320308,4349904,65.43,65.63,82861,82861,39652,39500,16,16,34,35,4,4,56751,8,0,1,0,18 + 0 part,23697,98.598,1.002,27.29,3.36,1.56,227543,4293179,82847,82847,39652,39435,16,16,34,35
SRX5400180.scaffold,373,100,78,71,51,29,4366194,4293671,4251748,4207378,3902110,3057255,116,242367,4304343,4349904,65.58,65.63,84350,83262,48640,47080,15,16,33,34,0,0,0,7,0,4,0,0 + 1 part,2260,98.884,1,28.46,4.42,1.91,242367,4300729,84311,83262,48640,47079,15,16,33,34
SRX5400181.scaffold,663,118,91,81,53,29,4427270,4280801,4229710,4158571,3724321,2858150,142,184658,4297511,4349904,65.54,65.63,69345,69345,37859,37279,18,18,38,39,3,3,262984,12,0,1,0,3 + 1 part,5413,98.581,1.001,19.08,3.89,1.63,184658,4288690,69338,68934,37279,37090,18,19,39,40
SRX5400182.scaffold,419,101,75,65,46,30,4377301,4288276,4228352,4156859,3831366,3259469,127,264259,4306599,4349904,65.57,65.63,97590,97590,50934,49937,14,14,30,31,0,0,0,10,0,2,0,2 + 0 part,1164,98.898,1.001,28.56,3.91,1.63,264259,4302958,97590,97590,50934,49866,14,14,30,31
SRX5400183.scaffold,115,67,45,44,35,28,4315730,4294127,4248183,4239649,4071540,3785321,83,368684,4306429,4349904,65.56,65.63,142954,142954,72916,70904,10,10,19,20,2,2,392155,5,0,0,0,1 + 1 part,1062,98.943,1,7.78,3.49,1.12,324817,4304780,142954,142954,70904,64492,10,10,20,21
SRX5400184.scaffold,112,77,49,46,35,26,4295414,4279873,4227998,4208895,3999523,3607389,91,371299,4290316,4349904,65.56,65.63,142984,142984,68186,64237,10,10,20,21,5,5,170123,5,0,0,0,0 + 0 part,0,98.593,1,6.9,3.33,1.14,371299,4289632,142984,142984,64237,64237,10,10,21,21
SRX5400185.scaffold,119,70,49,45,36,26,4305835,4286670,4248589,4219006,4055827,3634973,85,371252,4297549,4349904,65.54,65.63,139580,139580,76022,76022,11,11,20,20,7,7,476292,5,0,0,0,2 + 0 part,880,98.744,1,8.96,3.7,1.12,371252,4295815,137962,137962,70965,64492,11,11,21,22
SRX5400186.scaffold,111,66,44,42,34,28,4310373,4290007,4250263,4236390,4093496,3830017,83,391562,4302902,4349904,65.53,65.63,157433,157433,75831,75831,10,10,19,19,3,3,222313,3,0,0,0,4 + 0 part,2423,98.848,1,4.56,5.19,1.26,391562,4299508,157311,157311,75831,74083,10,10,19,20
SRX5400187.scaffold,118,74,50,48,37,27,4305475,4284115,4234210,4220583,4015189,3574130,95,324546,4300084,4349904,65.54,65.63,139961,139961,63323,63323,11,11,22,22,5,5,28810,4,0,0,0,0 + 0 part,0,98.777,1.001,2.33,6.75,1.4,324546,4298458,139961,139961,63323,63323,11,11,22,22
SRX5400188.scaffold,113,71,49,48,37,27,4303646,4282083,4233153,4223701,4023121,3594169,90,369784,4297359,4349904,65.54,65.63,142954,142954,64492,63358,11,11,21,22,4,4,596180,4,0,0,0,0 + 0 part,0,98.755,1,2.33,3.56,1.16,326589,4296059,142954,142954,61673,61673,11,11,23,23
SRX5400189.scaffold,122,75,48,46,35,29,4305371,4281793,4223531,4209796,4006677,3784853,97,256733,4298391,4349904,65.54,65.63,141441,141441,72836,70917,11,11,20,21,4,4,484041,3,0,0,0,0 + 0 part,0,98.778,1,2.54,3.84,1.14,256733,4297408,138081,138081,70917,68797,12,12,22,23
SRX5400190.scaffold,182,60,41,39,32,28,4365553,4305351,4269440,4252165,4114706,3961096,112,371342,4337680,4349904,65.52,65.63,162128,162128,87904,87904,10,10,18,18,3,3,168232,7,0,0,0,36 + 0 part,20434,99.216,1,4.52,3.73,1.25,371342,4316780,162128,162128,87902,87902,10,10,18,18
SRX5400191.scaffold,129,77,50,48,38,27,4306079,4282154,4226652,4212903,4027309,3581948,99,326499,4298710,4349904,65.54,65.63,140221,140221,70959,64492,11,11,21,22,2,2,24720,4,0,0,0,1 + 0 part,366,98.778,1,7.4,3.51,1.14,326499,4296874,140221,140221,70959,64492,11,11,21,22
SRX5400192.scaffold,118,71,46,45,37,27,4309448,4287120,4235175,4226646,4081444,3645757,91,321666,4302477,4349904,65.55,65.63,142954,142954,70899,70899,11,11,21,21,5,4,133021,5,0,0,0,0 + 0 part,0,98.875,1,2.32,3.44,1.12,321666,4301235,142954,142954,70899,70899,11,11,21,21
SRX5400193.scaffold,719,126,98,89,59,33,4441289,4290941,4236595,4172914,3673709,2679239,147,227543,4305102,4349904,65.6,65.63,58463,58463,41657,37630,24,24,45,46,4,4,31461,11,0,7,0,2 + 0 part,1389,98.808,1.001,27.62,4.26,1.54,227543,4300774,58463,58463,41657,37630,24,24,45,46
SRX5400194.scaffold,748,146,107,93,61,32,4505159,4375541,4295297,4203785,3708827,2701459,176,216340,4396644,4349904,65.62,65.63,60557,60557,33563,34590,23,23,47,46,6,6,299881,13,0,3,0,0 + 0 part,0,98.673,1.024,26.86,4.29,1.58,216340,4391450,53566,54212,32238,33563,25,24,50,49
SRX5400195.scaffold,850,299,217,156,55,11,4791000,4676486,4471340,4030215,2352787,879367,344,127137,4706862,4349904,65.61,65.63,24983,27152,14792,16719,56,49,116,99,56,50,1056653,22,0,1,0,0 + 0 part,0,98.211,1.102,14.55,7.65,1.57,101823,4697867,23254,24804,13010,15240,65,57,132,113
SRX5400196.scaffold,421,113,85,77,57,34,4402298,4329567,4263867,4204777,3895530,3096291,137,227480,4346767,4349904,65.6,65.63,73567,73567,42996,42996,19,19,38,38,7,7,324678,13,0,3,0,0 + 0 part,0,98.75,1.012,24.92,4.07,2.03,227480,4343498,70987,70987,40678,40678,20,20,39,39
SRX5400197.scaffold,348,138,102,91,54,32,4379247,4327857,4242375,4164078,3574159,2718253,163,227543,4345298,4349904,65.57,65.63,64239,64239,37237,37237,23,23,45,45,10,9,418085,12,0,3,0,0 + 0 part,0,98.531,1.014,12.06,4.9,1.91,227543,4341111,62917,62917,37237,37237,23,23,46,46
SRX5400198.scaffold,8235,237,111,95,56,31,6859918,4477831,4242971,4133949,3470724,2576102,667,182397,4758025,4349904,63.12,65.63,52935,56134,22816,28017,28,24,61,49,8,8,136833,14,0,5,0,487 + 1 part,408931,98.568,1.014,26.33,4.69,1.75,182397,4344539,52252,54012,21701,28017,28,24,62,50
SRX5400199.scaffold,322,90,67,62,46,32,4347199,4286402,4242072,4206997,3972343,3444833,111,227543,4300983,4349904,65.59,65.63,102471,102471,60015,60015,14,14,29,29,3,3,145481,12,0,2,0,0 + 0 part,0,98.813,1.001,22.83,4.02,1.65,227543,4299135,102471,98717,59946,59946,14,15,29,29
SRX5400200.scaffold,595,209,159,130,63,24,4670013,4581605,4456316,4245228,3097758,1693497,245,127603,4607760,4349904,65.57,65.63,39548,41284,21041,23218,38,35,79,70,23,23,734813,17,0,2,0,0 + 0 part,0,98.278,1.078,15.91,5.87,2.01,82020,4600778,36647,37237,19291,21877,43,40,87,77
SRX5400201.scaffold,350,123,88,77,50,33,4431702,4372786,4301396,4223557,3771385,3118880,147,210400,4389802,4349904,65.6,65.63,73485,74404,48257,49057,19,18,37,36,10,10,615136,18,0,7,0,0 + 1 part,2770,98.559,1.023,34.03,4.55,1.52,207538,4383747,71121,71121,47617,48257,20,20,39,38
SRX5400202.scaffold,574,88,72,63,47,30,4465543,4329745,4299084,4241153,3978384,3377423,119,321858,4349856,4349904,65.59,65.63,99014,99014,51968,51968,14,14,28,28,5,5,326708,12,0,5,0,10 + 0 part,5709,98.88,1.01,25.22,4.77,2.02,321858,4342165,98994,98994,50925,50925,14,14,29,29
SRX5400203.scaffold,656,179,147,114,62,24,4603331,4495672,4421966,4182740,3314639,1971714,213,142167,4519045,4349904,65.61,65.63,42650,43705,22971,26580,31,29,66,60,13,13,576376,16,0,7,0,0 + 1 part,1515,98.65,1.053,21.75,3.85,1.49,133503,4512776,42588,42994,22210,24850,34,32,71,66
SRX5400204.scaffold,645,174,137,119,60,28,4823325,4717509,4638923,4505131,3551243,2426288,205,375131,4738530,4349904,65.6,65.63,50910,52949,24846,32167,27,24,61,50,20,20,1026192,16,0,5,0,0 + 0 part,0,98.768,1.103,27.03,5.28,1.84,187647,4735346,46902,49424,23254,28654,32,28,67,56
SRX5400205.scaffold,1527,460,281,164,38,8,5019448,4806807,4349872,3514115,1555879,509106,525,109079,4853675,4349904,65.57,65.63,17058,19302,9203,11055,81,67,178,141,79,77,1292208,10,0,7,0,0 + 1 part,640,98.03,1.138,28.84,7.08,1.92,54499,4843310,15204,16795,8014,9922,98,82,209,167
SRX5400206.scaffold,430,110,83,76,57,34,4359666,4286891,4228112,4181309,3891157,2990724,134,173676,4302825,4349904,65.6,65.63,73570,73479,46265,44021,20,21,39,40,9,8,617347,7,0,5,0,0 + 0 part,0,98.77,1.002,27.59,5.21,2.09,161652,4300457,71113,69697,42997,42535,21,22,41,42
SRX5400207.scaffold,257,93,72,67,48,32,4522808,4480580,4439508,4405889,4101265,3497968,115,377989,4496277,4349904,65.58,65.63,94704,98717,51460,51968,15,14,30,28,3,3,402296,8,0,3,0,0 + 0 part,0,98.981,1.044,28.29,4.48,1.97,227543,4495236,94704,98717,51460,51968,16,15,31,29
SRX5400208.scaffold,6069,548,302,171,31,3,6698961,4819802,4193258,3249246,1089876,161561,1305,54955,5314217,4349904,65.43,65.63,13298,15612,6085,9849,121,87,265,173,102,101,1294167,23,0,6,0,728 + 0 part,499711,98.19,1.127,26.8,11.38,2.15,54955,4802009,11619,13595,5234,8502,144,105,312,204
SRX5400209.scaffold,455,123,90,77,55,31,4355746,4285650,4222182,4128059,3771425,2849447,146,186326,4301663,4349904,65.59,65.63,69805,69805,42732,42362,20,20,39,40,3,3,168135,14,0,4,0,0 + 0 part,0,98.718,1.002,25.29,4.63,1.82,186273,4299002,69805,69805,42224,42141,20,20,40,41
SRX5400210.scaffold,105,63,44,42,34,28,4318237,4298429,4260370,4245133,4090111,3863650,80,371327,4311196,4349904,65.58,65.63,157582,157582,87891,70995,10,10,18,19,1,1,23448,4,0,0,0,0 + 0 part,0,99.04,1.001,4.57,3.88,1.11,371327,4309306,157582,157582,87891,70995,10,10,18,19
SRX5400211.scaffold,102,66,48,46,35,27,4316324,4299764,4265540,4252107,4057374,3758309,81,397608,4311363,4349904,65.58,65.63,153752,153752,83559,76206,10,10,19,20,2,2,291947,5,0,0,0,0 + 0 part,0,99.093,1,0,3.46,1.18,397608,4310865,153752,153752,83559,76180,10,10,19,20
SRX5400212.scaffold,375,127,86,74,50,26,4355755,4282040,4202238,4113053,3708004,2834150,157,227543,4302527,4349904,65.41,65.63,89639,89639,37607,37377,16,16,35,36,6,6,295806,11,0,3,0,18 + 0 part,25221,98.287,1,31.12,5.03,1.8,227543,4275336,80565,80565,37316,36220,17,17,38,39
SRX5400213.scaffold,282,107,83,72,51,32,4306850,4253468,4200947,4113441,3771594,3072547,132,227543,4271114,4349904,65.5,65.63,78640,78640,48290,47755,18,18,35,36,5,4,263676,10,0,1,0,0 + 1 part,994,98.153,1,14.09,5.86,2.04,227543,4267633,75158,75158,43154,42994,18,18,36,37
SRX5400214.scaffold,4163,119,69,62,47,29,5727629,4325076,4239279,4190084,3945266,3267243,648,256681,4658637,4349904,64.06,65.63,98717,118076,43202,51000,16,14,34,29,4,4,223229,8,1,2,0,529 + 1 part,361844,98.688,1.001,32.48,4.33,1.47,256670,4293766,98717,117891,42650,48641,16,14,35,30
SRX5400215.scaffold,466,95,69,66,47,28,4379355,4272925,4220597,4204467,3904753,3175775,125,264866,4293144,4349904,65.5,65.63,114283,98717,49830,48326,13,14,29,30,6,5,567870,15,0,3,0,10 + 1 part,12228,98.367,1,32.19,4.39,1.5,239789,4279713,82265,82265,47756,46592,15,15,32,33
SRX5400216.scaffold,833,102,70,62,48,28,4487333,4281825,4221615,4159858,3926579,3158441,140,256521,4307937,4349904,65.41,65.63,103665,103665,48406,48251,15,15,30,31,6,6,340037,11,0,1,0,21 + 0 part,25387,98.397,1.001,27.14,4.42,1.45,256403,4280773,83656,83656,48071,48071,15,15,32,32
SRX5400217.scaffold,478,147,113,101,61,30,4479524,4404717,4324130,4241477,3587728,2482940,180,161329,4427971,4349904,65.57,65.63,59385,59385,30277,30888,25,25,52,50,9,9,394086,14,0,3,0,0 + 0 part,0,98.735,1.031,29.18,4.1,1.51,155542,4425856,59385,59385,27786,29173,26,26,55,53
SRX5400218.scaffold,1371,154,109,93,60,27,4636259,4314010,4212106,4089506,3515039,2315851,184,182512,4335168,4349904,65.47,65.63,50442,50442,31540,31285,25,25,51,52,15,14,360975,13,1,0,0,6 + 1 part,9093,98.394,1.011,21.84,6.33,1.85,182512,4321839,50341,50341,29749,29749,26,26,54,54
SRX5400219.scaffold,436,106,80,66,50,33,4374824,4282659,4229940,4132916,3856180,3240447,127,227543,4298432,4349904,65.55,65.63,81942,81123,51000,49834,16,17,33,34,0,0,0,10,0,2,0,5 + 2 part,9172,98.548,1.001,14.4,6.09,1.77,227543,4286439,81942,81080,51000,49834,16,17,33,34
SRX5400220.scaffold,269,116,86,77,52,31,4300928,4250109,4177929,4118423,3685505,2888533,144,184657,4270039,4349904,65.47,65.63,73210,67033,42509,41283,18,19,38,40,5,5,181931,11,0,2,0,0 + 0 part,0,98.117,1,22.01,6.51,1.5,184657,4268528,67033,67033,41889,41268,19,19,39,40
SRX5400221.scaffold,293,99,75,68,49,28,4327104,4267493,4214047,4164123,3844044,3051595,127,263431,4286835,4349904,65.51,65.63,83591,83591,47719,44796,15,15,32,33,3,3,169568,8,0,3,0,0 + 1 part,1662,98.484,1,27.81,5.95,1.59,263431,4283624,83591,83591,47688,44796,15,15,32,33
SRX5400222.scaffold,406,112,87,78,51,27,4501205,4420998,4371748,4303909,3818047,2950777,134,280906,4436072,4349904,65.58,65.63,82750,98717,39590,40195,16,15,36,34,4,4,419125,9,0,4,0,0 + 1 part,2197,98.648,1.033,23.51,4.05,1.65,242550,4431166,79096,79096,39590,40095,17,17,38,36
SRX5400223.scaffold,3617,126,75,71,50,28,5081666,4328140,4224557,4195619,3847196,3026996,167,268538,4355921,4349904,65.28,65.63,83666,83666,42753,43164,15,15,34,33,7,7,523116,10,0,2,0,50 + 0 part,64653,98.592,1.001,24.86,3.29,1.28,263765,4288813,78917,78917,41285,41285,15,15,35,35
SRX5400224.scaffold,262,98,77,71,48,30,4302977,4251045,4205173,4164749,3775145,3115311,125,212085,4269950,4349904,65.48,65.63,81828,81828,47467,43156,16,16,32,34,5,5,183696,11,0,3,0,1 + 1 part,3400,98.058,1,22.97,5.42,1.73,212061,4264786,80872,80872,44561,42650,16,16,33,35
SRX5400225.scaffold,710,110,74,68,51,27,4452084,4288106,4212313,4166112,3886895,2981127,136,264169,4305694,4349904,65.43,65.63,83816,80801,45633,45633,14,15,33,33,5,4,103600,10,0,6,0,14 + 1 part,18969,98.464,1.001,29.64,6.42,1.61,264070,4281965,83745,80769,44796,43160,14,15,33,34
SRX5400226.scaffold,223,179,135,117,73,37,6717370,6693738,6592066,6464309,5688592,4372425,202,371235,6711601,4349904,57.36,65.63,77418,157507,37533,81542,21,10,53,20,5,5,239218,5,0,0,0,111 + 1 part,2418763,98.651,1,3.77,4.87,1,371235,4292507,61917,157507,-,64295,23,10,-,21
SRX5400227.scaffold,102,59,39,37,30,25,4321407,4302193,4260236,4244089,4111984,3913032,74,481591,4313686,4349904,65.59,65.63,194366,194366,98816,98816,8,8,16,16,4,4,567743,7,0,0,0,0 + 0 part,0,99.133,1,4.57,4.15,1.23,481591,4312949,194366,162212,98816,87716,8,9,16,17
SRX5400228.scaffold,126,70,48,46,36,28,4310912,4285362,4245567,4232014,4044348,3713311,92,371292,4302371,4349904,65.55,65.63,157556,139610,73528,70982,10,11,20,21,5,5,80283,5,0,0,0,0 + 0 part,0,98.868,1,2.23,3.95,1.33,371292,4301287,157556,139610,73528,70982,10,11,20,21
SRX5400229.scaffold,99,62,45,45,34,25,4313125,4294929,4257152,4257152,4049790,3658146,77,481688,4306513,4349904,65.57,65.63,163425,163425,70939,70939,9,9,19,19,3,3,70561,3,0,1,0,0 + 0 part,0,98.927,1.001,6.87,3.32,1.14,481663,4304207,162658,162658,70939,70939,9,9,19,19
SRX5400230.scaffold,119,69,49,46,36,28,4314727,4291203,4252114,4231967,4048778,3719459,91,326595,4306841,4349904,65.55,65.63,142984,142984,70908,70908,11,11,21,21,1,1,25510,8,0,1,0,3 + 0 part,1544,98.939,1,4.62,3.74,1.12,326595,4304223,142984,142984,70908,70908,11,11,21,21
SRX5400231.scaffold,1591,568,49,45,35,26,5705125,5039674,4256701,4230329,4043553,3674278,1376,391279,5609548,4349904,60.2,65.63,114543,162640,16474,64492,14,10,44,19,3,3,216497,6,0,0,0,1290 + 1 part,1308276,98.813,1.001,6.44,3.44,1.02,391279,4299839,103555,157569,14304,64492,15,10,46,20
SRX5400232.scaffold,107,67,44,42,35,27,4308395,4291151,4249235,4234538,4107154,3757837,81,391126,4301950,4349904,65.55,65.63,157571,157571,72916,70907,10,10,19,20,5,4,135992,4,0,0,0,0 + 0 part,0,98.847,1.001,2.53,4.4,1.19,391126,4299840,157571,157571,72916,70907,10,10,19,20
SRX5400233.scaffold,109,64,43,41,35,27,4316372,4299104,4254109,4240168,4129658,3804425,76,505813,4308206,4349904,65.57,65.63,163669,163669,75848,72916,10,10,18,19,3,3,186451,5,0,0,0,0 + 0 part,0,98.992,1.001,4.6,4.62,1.32,505813,4306051,162709,162709,72916,72916,10,10,19,19
SRX5400234.scaffold,99,57,42,39,31,27,4320280,4300824,4274350,4251853,4101882,3928875,72,395953,4312669,4349904,65.59,65.63,164003,164003,98816,98816,9,9,17,17,4,3,272019,5,0,1,0,0 + 0 part,0,99.079,1.001,9.16,3.9,1.35,395953,4310186,163032,163032,98816,87891,9,9,17,18
SRX5400235.scaffold,357,154,121,104,55,28,4373322,4316386,4231038,4110977,3298230,2356550,170,224229,4328736,4349904,65.6,65.63,55009,55009,25778,25338,25,25,53,54,3,3,26532,4,0,9,0,0 + 1 part,662,99.119,1.004,36.43,4.15,1.67,224229,4326553,55008,55008,25679,25338,25,25,53,54
SRX5400236.scaffold,173,71,48,45,37,27,4334988,4283253,4238172,4218969,4065738,3647520,114,322567,4311971,4349904,65.5,65.63,140252,140252,71003,71003,11,11,21,21,5,5,340456,4,0,0,0,19 + 0 part,10173,98.861,1,2.27,3.33,1.09,322446,4301259,140252,140252,70629,64237,11,11,21,22
SRX5400237.scaffold,198,73,49,46,36,28,4350712,4288493,4239708,4219870,4030283,3715203,119,322506,4318578,4349904,65.52,65.63,157606,157606,68186,68186,11,11,21,21,5,5,30632,5,0,1,0,20 + 0 part,10815,98.952,1.001,2.29,3.44,1.09,322506,4305937,157606,157606,68186,68186,11,11,21,21
SRX5400238.scaffold,107,62,43,40,33,28,4320831,4300706,4258779,4234855,4101172,3900486,78,322051,4312507,4349904,65.58,65.63,164552,164552,87890,76047,10,10,18,19,1,1,23447,4,0,1,0,1 + 0 part,593,99.052,1.001,2.32,4.76,1.3,321939,4309253,162959,162959,87890,75924,10,10,18,19
SRX5400239.scaffold,106,73,46,45,34,27,4306319,4290635,4237188,4228648,4032632,3733173,88,371306,4301939,4349904,65.55,65.63,157589,157589,76003,70964,10,10,19,20,4,4,220067,7,0,0,0,0 + 0 part,0,98.859,1,2.16,3.65,1.14,371306,4301471,138113,138113,74830,70964,11,11,20,21
SRX5400240.scaffold,101,60,40,38,33,27,4320721,4303016,4261891,4243954,4150989,3912521,74,321719,4313525,4349904,65.59,65.63,168000,167215,98816,98816,9,10,17,17,3,3,26060,5,0,0,0,0 + 0 part,0,99.097,1.001,2.3,3.34,1.23,321719,4311891,167256,167215,98816,98816,9,10,17,17
SRX5400241.scaffold,113,73,49,47,38,27,4310476,4290435,4248725,4234276,4063060,3596336,93,366850,4305366,4349904,65.56,65.63,142954,142954,71016,64492,11,11,21,22,4,4,101302,7,0,0,0,0 + 0 part,0,98.918,1.001,0,3.7,1.21,366850,4303997,142954,142954,69353,64492,11,11,21,22
SRX5400242.scaffold,132,65,44,42,32,25,4327958,4294724,4251045,4236538,4050212,3756854,99,393474,4316397,4349904,65.51,65.63,164566,164566,98816,87832,9,9,17,18,5,5,516030,6,0,0,0,14 + 0 part,7313,99.023,1,0,3.83,1.14,393474,4308404,163485,157572,87832,87832,9,10,18,18
SRX5400243.scaffold,133,69,44,41,33,26,4328019,4296856,4248649,4228724,4076856,3776221,98,371300,4316291,4349904,65.53,65.63,157664,157664,76715,76715,10,10,18,18,4,4,29706,7,0,0,0,10 + 0 part,5202,99.042,1.001,2.29,3.39,1.07,371300,4310418,157664,157664,76715,76715,10,10,18,18
SRX5400244.scaffold,127,65,42,41,33,28,4325193,4295168,4251496,4242944,4089968,3891144,94,393363,4314314,4349904,65.54,65.63,164048,164048,98816,87838,10,10,18,19,1,1,23491,5,0,0,0,8 + 0 part,4182,99.048,1,0,3.27,1.21,393363,4309220,163158,163158,98816,87838,10,10,18,19
SRX5400245.scaffold,120,71,47,46,36,27,4318280,4294124,4251359,4246359,4053739,3701121,94,481334,4310614,4349904,65.58,65.63,161727,161727,64492,63175,9,9,19,20,4,4,64633,6,0,1,0,0 + 0 part,0,99.033,1.001,4.62,3.46,1.09,481334,4309366,161727,161727,64492,63075,9,9,19,20
SRX5400246.scaffold,100,61,44,43,32,23,4322267,4303899,4271574,4261725,4056467,3699394,78,481593,4316085,4349904,65.59,65.63,205091,205091,70986,70986,8,8,16,16,3,3,214033,5,0,0,0,4 + 0 part,2071,99.104,1.001,4.54,4.55,1.18,481588,4312166,205091,205091,70986,70986,8,8,17,17
SRX5400247.scaffold,111,62,45,43,35,26,4318045,4296131,4264797,4252309,4106726,3733437,81,397538,4310430,4349904,65.56,65.63,163851,157636,76348,73110,9,10,18,19,3,3,433394,5,0,0,0,0 + 0 part,0,99.057,1,2.27,4.08,1.42,397538,4308743,157636,157636,73110,64492,10,10,19,20
SRX5400248.scaffold,108,63,42,40,32,25,4317590,4298546,4254792,4240935,4094675,3795109,77,371306,4309147,4349904,65.55,65.63,193909,193909,94118,94118,9,9,17,17,2,2,273160,2,0,0,0,0 + 0 part,0,99.029,1,2.3,1.09,0.72,371306,4308010,157566,157566,94118,94118,10,10,18,18
SRX5400249.scaffold,95,53,38,36,31,27,4322742,4306907,4276942,4260739,4169996,4038131,65,371322,4316052,4349904,65.6,65.63,191003,191003,115414,115414,9,9,17,17,3,3,335037,6,0,0,0,0 + 0 part,0,99.192,1,4.54,4.52,1.48,371322,4314621,182354,182354,115414,115414,9,9,17,17
SRX5400250.scaffold,96,58,41,41,34,27,4318204,4301675,4263693,4263693,4132846,3826450,71,371392,4311620,4349904,65.58,65.63,157628,157628,76438,72916,10,10,18,19,2,2,172429,5,0,0,0,0 + 0 part,0,99.083,1,2.27,4.9,1.51,371392,4310052,157628,157628,76438,72916,10,10,18,19
SRX5400251.scaffold,87,47,33,32,28,24,4324394,4308789,4278464,4269875,4194835,4035306,59,481555,4317881,4349904,65.59,65.63,204991,204991,126747,126747,8,8,14,14,4,4,72113,5,0,1,0,2 + 0 part,1042,99.214,1,4.63,4.47,1.53,481546,4316252,204991,204991,126747,126747,8,8,14,14
SRX5400252.scaffold,456,115,80,71,48,29,4397805,4302501,4231607,4167307,3781036,3087978,145,264305,4322502,4349904,65.45,65.63,82747,82747,44409,44409,15,15,33,33,1,1,23956,11,0,5,0,18 + 2 part,25860,98.719,1.001,26.03,6.15,1.79,264305,4294767,82647,82647,44409,44409,15,15,33,33
SRX5400253.scaffold,789,154,112,100,63,29,4576999,4408803,4316587,4227416,3601336,2408579,186,182512,4432192,4349904,65.46,65.63,53795,53847,28968,30083,26,25,53,51,8,7,413613,8,0,6,0,11 + 1 part,18673,98.606,1.029,28.9,4.87,1.42,182512,4409448,50928,51678,28472,29762,28,27,57,55
SRX5400254.scaffold,11969,1501,480,258,72,25,14730067,10767953,8667901,7090196,4322511,2737561,3402,239793,12045440,4349904,54.28,65.63,14093,79149,4020,37073,169,17,562,38,7,5,448124,13,0,4,0,3230 + 13 part,7636969,98.566,1.028,18.15,4.9,1.73,239793,4401237,-,74184,-,33004,-,18,-,41
SRX5400255.scaffold,257,102,78,72,47,29,4303739,4254172,4198849,4155826,3728316,3078563,129,227543,4273079,4349904,65.46,65.63,83738,82015,46261,41859,15,16,32,33,4,4,159131,8,0,2,0,1 + 0 part,523,98.19,1,26.16,6.53,1.83,227543,4271482,81838,81838,46261,41859,16,16,33,34
SRX5400256.scaffold,3998,184,91,81,52,32,5635434,4332060,4167633,4090914,3600995,2886334,597,227543,4598571,4349904,64.17,65.63,64392,70322,29749,37189,22,20,47,41,6,6,195906,6,0,3,0,442 + 1 part,339745,97.811,1.001,25.51,6.6,1.76,227543,4254645,62059,64392,26436,35819,23,21,49,42
