Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75
SRX5400169.scaffold	117	74	51	49	40	31	4311827	4290997	4248289	4232344	4063907	3725576	93	257021	4305377	4349904	65.56	65.63	138408	138408	64492	63300	12	12	23	24	3	3	26827	8	0	0	0	0 + 0 part	0	98.913	1.001	2.30	3.42	1.14	257015	4303733	138408	138408	64492	63300	12	12	23	24
SRX5400170.scaffold	120	76	47	46	37	28	4312878	4293065	4233610	4225084	4057284	3687972	93	371355	4305869	4349904	65.56	65.63	157721	157721	65263	65263	11	11	21	21	4	4	27964	7	0	1	0	0 + 0 part	0	98.910	1.001	2.25	3.46	1.12	371355	4304213	157677	157677	65137	65137	11	11	21	21
SRX5400171.scaffold	129	74	51	49	39	27	4306755	4279486	4232052	4218036	4028077	3527908	99	321819	4298242	4349904	65.53	65.63	139563	139563	64492	63298	11	11	22	23	4	4	136222	4	0	0	0	2 + 0 part	1025	98.750	1.000	4.63	3.40	1.12	321819	4295364	139563	139563	63298	63298	11	11	23	23
SRX5400172.scaffold	130	85	59	55	41	28	4292532	4270237	4222873	4195709	3924229	3395855	106	318495	4285913	4349904	65.51	65.63	121110	114492	55893	52476	11	12	25	26	5	5	600626	4	0	0	0	0 + 0 part	0	98.482	1.000	4.64	5.30	1.49	299150	4284262	114162	114162	52476	50587	12	12	26	27
SRX5400173.scaffold	4072	211	82	74	50	31	5877237	4438569	4247043	4188077	3794394	3127649	873	264181	4873265	4349904	66.03	65.63	64715	89395	26941	48247	20	16	45	34	6	6	174641	12	0	3	0	748 + 3 part	565123	98.618	1.004	33.90	8.53	2.47	264082	4303578	64715	89391	26640	48247	20	16	46	34
SRX5400174.scaffold	409	156	117	100	65	31	4369220	4295651	4199356	4074010	3521277	2290600	188	142303	4317087	4349904	65.54	65.63	52357	52357	29750	29659	29	29	55	56	6	5	110203	8	0	4	0	1 + 0 part	522	98.541	1.007	31.62	4.13	1.98	142303	4313681	52136	52136	28096	27721	29	29	56	57
SRX5400175.scaffold	387	136	94	83	57	31	4391343	4320169	4227748	4152465	3715599	2753780	162	227543	4337353	4349904	65.45	65.63	64392	64392	37332	37332	21	21	43	43	9	9	404553	11	0	3	0	13 + 1 part	21578	98.382	1.008	33.78	5.82	1.89	227543	4312918	63133	63133	35152	35152	23	23	46	46
SRX5400176.scaffold	427	94	76	68	49	29	4375683	4285882	4245415	4188534	3907094	3164564	119	264204	4302357	4349904	65.55	65.63	97254	97254	48592	48592	15	15	31	31	0	0	0	12	1	3	0	1 + 0 part	522	98.819	1.001	28.50	4.79	1.56	264204	4299848	97254	97254	48592	47429	15	15	31	32
SRX5400177.scaffold	302	104	77	69	47	28	4329953	4273164	4217565	4162210	3816505	3128128	127	263643	4288234	4349904	65.51	65.63	82788	82788	49812	48151	14	14	30	31	3	3	216588	15	0	1	0	1 + 0 part	506	98.522	1.000	19.36	5.34	1.75	263643	4284854	81957	81957	49812	48151	15	15	31	32
SRX5400178.scaffold	284	103	79	68	50	31	4325847	4269172	4209669	4124838	3838368	3141085	134	227543	4290936	4349904	65.53	65.63	83653	82781	49818	49627	16	17	33	34	2	2	224572	17	0	4	0	0 + 0 part	0	98.608	1.000	24.42	3.61	1.56	227543	4289035	81385	81145	49818	49018	17	18	34	35
SRX5400179.scaffold	776	120	83	76	53	29	4472876	4290253	4211015	4166182	3788676	2947740	156	204963	4314443	4349904	65.43	65.63	80678	80678	39365	37613	17	17	36	37	4	4	37278	9	0	4	0	16 + 0 part	22592	98.528	1.001	24.11	3.34	1.45	204863	4288378	80678	80678	39359	37613	17	17	36	37
SRX5400180.scaffold	355	107	81	74	51	32	4382702	4314776	4263773	4216917	3842749	3118143	124	269858	4325985	4349904	65.56	65.63	83234	82152	48640	48640	17	18	35	35	6	5	433620	9	0	4	0	1 + 0 part	533	98.799	1.006	31.78	4.26	1.91	243054	4323700	82152	82152	48247	48247	18	18	36	36
SRX5400181.scaffold	650	132	102	87	58	30	4413782	4273676	4216477	4112412	3651195	2620896	157	184658	4291136	4349904	65.52	65.63	63393	63264	37090	35707	22	23	44	45	7	7	137914	12	0	2	0	3 + 1 part	5314	98.444	1.001	28.83	4.18	1.82	184658	4283213	63204	63204	35707	33742	23	23	45	46
SRX5400182.scaffold	413	109	84	74	49	29	4389368	4297995	4240593	4172977	3758907	3024895	141	349280	4321582	4349904	65.56	65.63	68086	68086	42919	42754	15	15	34	35	1	1	42296	15	0	3	0	1 + 0 part	597	98.757	1.006	24.04	3.33	1.44	349210	4317810	68086	68086	42850	42716	15	15	34	35
SRX5400183.scaffold	113	71	48	46	36	29	4312004	4293039	4246590	4232580	4045278	3734658	88	324257	4305669	4349904	65.56	65.63	140371	140371	70955	70955	11	11	21	21	1	1	126960	10	0	0	0	1 + 0 part	325	98.921	1.001	7.36	3.37	1.09	324257	4304596	140371	140371	70955	64492	11	11	21	22
SRX5400184.scaffold	111	74	49	46	35	26	4290681	4272588	4226349	4206495	3998004	3605674	90	371299	4285166	4349904	65.54	65.63	142954	142954	68186	64237	10	10	20	21	5	5	174395	5	0	1	0	0 + 0 part	0	98.460	1.001	10.45	3.60	1.10	371299	4284218	142954	142954	64237	64237	10	10	21	21
SRX5400185.scaffold	124	72	50	48	36	25	4302044	4279801	4238921	4224142	3999173	3543819	90	370965	4293980	4349904	65.53	65.63	157604	157604	64492	63061	10	10	20	21	5	5	275382	4	0	1	0	0 + 0 part	0	98.659	1.001	6.89	3.45	0.98	370965	4293172	137958	137958	64492	63061	11	11	21	22
SRX5400186.scaffold	120	76	50	47	37	28	4308757	4288446	4240615	4220461	4037002	3649954	93	367273	4301402	4349904	65.55	65.63	142954	142954	64492	63333	11	11	21	22	5	5	224970	4	0	2	0	1 + 0 part	604	98.832	1.000	4.63	3.63	1.19	367273	4299377	142954	142954	64492	63333	11	11	21	22
SRX5400187.scaffold	119	76	51	49	38	28	4299816	4277806	4229803	4216197	4010889	3582946	98	256707	4294686	4349904	65.53	65.63	139644	139644	64492	63048	12	12	22	23	6	6	244912	5	0	1	0	0 + 0 part	0	98.656	1.001	4.66	5.01	1.19	256707	4293169	138145	138145	63048	61849	12	12	23	24
SRX5400188.scaffold	115	73	51	50	38	27	4297834	4277529	4228783	4220051	3996193	3540765	92	368128	4292424	4349904	65.52	65.63	138050	138050	63357	62159	11	11	22	23	4	4	491279	5	0	0	0	0 + 0 part	0	98.644	1.000	4.59	4.73	1.14	324933	4291107	138050	138050	61673	60728	11	11	23	24
SRX5400189.scaffold	129	81	55	53	41	30	4301276	4277314	4221112	4207393	3990452	3558607	105	242461	4294250	4349904	65.53	65.63	121028	121028	61864	61864	13	13	25	25	5	5	205957	2	0	0	0	0 + 0 part	0	98.673	1.000	4.61	4.17	1.28	242461	4293484	120995	120995	61673	58963	13	13	25	26
SRX5400190.scaffold	164	66	43	41	33	27	4350157	4303312	4258288	4241408	4085934	3858794	104	371322	4326447	4349904	65.53	65.63	161494	161494	94133	94133	10	10	18	18	3	3	350253	9	0	1	0	25 + 0 part	13323	99.104	1.001	9.15	4.96	1.35	371322	4312509	157501	157501	87902	87902	10	10	19	19
SRX5400191.scaffold	128	80	54	52	40	28	4297913	4276597	4223416	4209806	3982789	3483307	99	256696	4290485	4349904	65.51	65.63	138108	138108	61474	58871	12	12	24	25	4	4	27278	6	0	1	0	1 + 0 part	366	98.559	1.001	7.30	4.80	1.17	256696	4288440	138009	138009	61474	58871	12	12	24	25
SRX5400192.scaffold	119	74	49	48	39	28	4306582	4284134	4232935	4224431	4056751	3594110	95	256349	4300405	4349904	65.54	65.63	138064	138064	70899	64492	12	12	22	23	2	2	25580	4	0	0	0	0 + 0 part	0	98.827	1.000	2.33	3.47	1.09	256227	4299233	138064	138064	70899	64492	12	12	22	23
SRX5400193.scaffold	681	132	103	90	60	33	4613314	4474960	4408644	4319238	3818105	2799178	152	374861	4488360	4349904	65.58	65.63	59920	60620	38584	41657	23	22	46	44	5	5	558197	13	0	8	0	1 + 0 part	513	98.728	1.045	28.54	4.03	1.49	187512	4483884	59833	60620	36415	38492	24	23	48	45
SRX5400194.scaffold	1060	201	149	122	66	25	4708010	4544829	4435718	4249639	3345138	1920292	233	232850	4567571	4349904	65.58	65.63	41002	43066	23681	26857	34	31	70	63	18	14	657301	14	0	2	0	0 + 0 part	0	98.674	1.064	19.29	6.57	2.07	114990	4563441	40890	41692	22164	26289	37	35	75	68
SRX5400195.scaffold	1111	380	252	166	42	6	4900397	4751512	4396733	3761201	1740247	474131	440	119842	4791793	4349904	65.62	65.63	20319	22139	10899	13959	71	61	150	123	76	72	1246861	14	0	2	0	0 + 1 part	1406	98.055	1.123	15.19	6.66	1.92	95128	4782252	17641	19345	9964	11688	85	74	175	144
SRX5400196.scaffold	436	121	92	83	57	34	4431715	4359443	4298353	4236251	3794937	2987352	144	202894	4375495	4349904	65.59	65.63	69810	70904	40131	40131	21	20	41	41	6	6	317165	13	0	3	0	0 + 2 part	3521	98.633	1.019	27.06	4.48	2.00	202894	4367833	62917	62917	37332	37617	21	21	44	43
SRX5400197.scaffold	406	167	127	107	58	25	4392979	4330273	4244402	4100215	3250910	2046407	202	146937	4355644	4349904	65.57	65.63	47056	47056	24873	24873	28	28	59	59	19	17	370633	15	0	3	0	0 + 2 part	4199	98.272	1.018	9.57	6.18	2.04	146937	4345708	43621	43621	24670	24670	29	29	60	60
SRX5400198.scaffold	7398	227	111	90	55	29	6682306	4561919	4338736	4188232	3606219	2599249	597	308649	4800561	4349904	63.48	65.63	52935	56102	25151	38221	26	22	55	44	16	15	471210	14	0	1	0	415 + 1 part	349961	98.454	1.039	14.66	4.58	1.75	182397	4446743	52935	56036	23995	38157	27	23	57	45
SRX5400199.scaffold	326	103	75	69	51	34	4381007	4321735	4263081	4221176	3959092	3301028	125	227543	4336657	4349904	65.59	65.63	81111	81111	50993	50993	17	17	34	34	6	6	435356	12	0	3	0	0 + 0 part	0	98.679	1.010	15.96	5.31	1.91	227543	4334160	81098	80672	49899	49844	17	18	34	35
SRX5400200.scaffold	465	199	150	118	63	19	4388971	4323191	4208936	3975697	3036316	1484913	225	120944	4342433	4349904	65.56	65.63	39118	39118	21003	20454	35	35	73	74	28	26	444408	19	0	2	0	0 + 1 part	654	98.016	1.018	13.77	6.10	2.42	114569	4334987	37487	37487	20038	20038	36	36	75	75
SRX5400201.scaffold	495	157	112	98	61	33	4424149	4350579	4237992	4139090	3497222	2464259	182	154329	4368986	4349904	65.61	65.63	52944	52944	30158	32512	28	28	54	53	14	13	320905	20	0	2	0	0 + 0 part	0	98.658	1.018	18.56	3.84	1.51	154323	4366514	51677	51677	27666	27666	29	29	56	56
SRX5400202.scaffold	548	98	77	69	51	30	4452457	4326475	4285624	4232923	3936776	3176082	128	227543	4346661	4349904	65.59	65.63	89770	89770	49430	49430	16	16	32	32	6	6	448579	14	0	6	0	7 + 0 part	4075	98.820	1.010	25.28	5.37	2.02	227543	4340523	80885	80885	42994	42994	16	16	34	34
SRX5400203.scaffold	590	178	137	114	62	26	4540376	4446366	4346071	4179292	3297655	2032085	207	142089	4465533	4349904	65.60	65.63	42650	42775	24846	26828	31	30	65	61	13	13	588610	14	0	5	0	0 + 0 part	0	98.572	1.041	15.45	5.67	1.73	133425	4460463	40939	42485	22993	24862	34	32	69	65
SRX5400204.scaffold	445	127	97	88	58	33	4386362	4304700	4239110	4178089	3708369	2814300	157	212318	4325408	4349904	65.61	65.63	65337	65337	39245	36566	22	22	43	44	13	13	431047	13	0	2	0	0 + 0 part	0	98.748	1.007	18.08	4.12	1.82	212318	4322404	64234	64234	36494	36494	22	22	44	44
SRX5400205.scaffold	1353	424	267	154	39	7	4926653	4737355	4314383	3503405	1614989	452331	484	112166	4779878	4349904	65.59	65.63	18231	20930	9690	11729	75	64	163	132	82	80	1132719	12	0	3	0	0 + 0 part	0	97.906	1.122	10.40	6.90	2.21	56484	4769690	17262	18140	8764	10151	89	77	187	153
SRX5400206.scaffold	428	119	91	80	61	35	4363729	4293659	4234079	4156631	3854958	2856088	142	161544	4308858	4349904	65.59	65.63	66123	66123	43160	43160	23	23	44	44	9	8	500595	10	0	6	0	0 + 1 part	2612	98.670	1.003	22.86	5.34	1.93	161544	4303091	62413	62413	41374	40061	24	24	45	46
SRX5400207.scaffold	238	96	69	65	47	30	4328270	4290043	4239397	4213446	3916715	3292481	116	350680	4304580	4349904	65.61	65.63	94132	94132	51015	50994	14	14	29	30	2	2	51109	10	0	3	0	0 + 0 part	0	98.888	1.001	25.25	4.25	1.67	350680	4303001	94132	94132	51015	50994	14	14	29	30
SRX5400208.scaffold	5790	551	311	173	28	4	6613422	4868330	4253261	3256398	1018395	212341	1201	54955	5291705	4349904	65.44	65.63	12806	15635	6419	9993	120	87	261	174	116	113	1500830	27	0	5	0	608 + 1 part	415106	98.010	1.144	22.58	11.66	2.77	54955	4863954	11109	12806	5506	8322	145	105	315	210
SRX5400209.scaffold	418	139	99	84	55	31	4347672	4284794	4204384	4101708	3628039	2714286	162	164388	4301163	4349904	65.59	65.63	68308	68308	38764	38698	22	22	43	44	4	4	37031	13	0	5	0	0 + 0 part	0	98.703	1.002	23.25	5.38	1.77	164388	4297628	68308	68308	38750	38698	22	22	43	44
SRX5400210.scaffold	98	64	45	43	36	28	4314985	4297644	4258750	4244507	4113529	3799345	79	371327	4309221	4349904	65.58	65.63	144418	144418	70995	68252	10	10	19	20	5	4	502345	7	0	0	0	0 + 0 part	0	99.039	1.000	2.23	3.97	1.21	371327	4306546	140549	140549	68252	68252	10	10	20	20
SRX5400211.scaffold	103	64	47	45	36	28	4312975	4294761	4263967	4250534	4098000	3777780	80	269979	4307278	4349904	65.57	65.63	142750	142750	83559	83559	11	11	20	20	2	2	194770	9	0	0	0	0 + 0 part	0	98.913	1.001	0.00	3.51	1.07	269979	4303449	142750	142750	83559	83559	11	11	20	20
SRX5400212.scaffold	374	141	94	80	49	28	4346604	4275938	4185450	4085184	3573569	2782909	171	227543	4295989	4349904	65.40	65.63	73406	73406	37284	36220	18	18	38	40	4	4	191637	8	0	4	0	17 + 1 part	26830	98.071	1.001	27.51	4.29	1.92	227543	4266667	73406	70809	34196	33961	18	19	40	41
SRX5400213.scaffold	287	113	85	75	48	32	4300066	4246335	4184231	4108249	3661354	3038390	137	227543	4262998	4349904	65.48	65.63	80861	78607	47755	43154	18	19	36	37	7	6	346412	9	0	1	0	0 + 0 part	0	97.974	1.000	16.63	6.48	2.23	227543	4259916	80861	75122	41282	39208	18	19	37	39
SRX5400214.scaffold	3870	123	75	65	47	28	5598094	4316519	4227940	4157961	3853715	3108684	574	292668	4599707	4349904	64.27	65.63	84036	97272	42852	44617	16	14	36	32	6	6	223518	6	1	1	0	445 + 2 part	307501	98.573	1.001	28.13	6.58	1.66	292668	4288945	83780	84190	41337	44590	16	15	36	32
SRX5400215.scaffold	443	104	76	72	49	29	4368361	4271220	4212714	4187317	3810670	3068088	131	239789	4288625	4349904	65.50	65.63	82365	82365	44796	42945	16	16	33	34	6	5	465390	11	0	4	0	10 + 0 part	8739	98.327	1.001	30.20	3.74	1.45	239789	4277783	79144	79144	42945	42694	17	17	34	35
SRX5400216.scaffold	777	106	74	65	47	28	4466375	4278639	4217548	4155448	3854153	3127064	146	242229	4304866	4349904	65.41	65.63	103403	103403	47996	47996	15	15	31	31	5	5	444019	10	0	4	0	21 + 0 part	24563	98.353	1.000	28.69	4.32	1.54	242229	4278730	82644	82644	45867	45867	16	16	33	33
SRX5400217.scaffold	432	142	113	98	61	28	4385590	4314901	4247314	4137312	3501278	2290722	176	212092	4339047	4349904	65.57	65.63	52923	52923	30773	30773	26	26	53	53	9	9	151753	15	0	4	0	0 + 0 part	0	98.628	1.011	37.77	4.31	1.70	212092	4335862	52923	52923	26976	26976	26	26	54	54
SRX5400218.scaffold	1193	154	112	99	54	27	4579322	4296912	4196564	4108680	3330885	2343788	184	182384	4318818	4349904	65.45	65.63	54109	54109	28576	28256	24	24	51	52	12	11	186179	13	0	1	0	5 + 0 part	6360	98.114	1.010	12.04	6.70	1.99	182384	4307316	53909	53909	27710	26887	24	24	53	54
SRX5400219.scaffold	423	116	88	75	54	32	4363149	4275447	4212622	4123694	3775975	2947105	141	204460	4293527	4349904	65.55	65.63	77797	77797	43002	42073	19	19	38	39	5	5	252989	9	0	1	0	4 + 2 part	6581	98.486	1.001	18.33	6.40	2.38	204460	4284207	67488	64212	41828	38601	19	20	40	41
SRX5400220.scaffold	265	123	91	80	53	28	4292567	4243196	4165096	4083415	3618413	2657501	153	204745	4265097	4349904	65.45	65.63	66593	66593	39369	37342	20	20	41	42	10	9	253623	14	0	3	0	0 + 1 part	2206	97.914	1.001	24.15	7.94	1.81	204745	4259920	66593	66593	37310	37237	20	20	41	43
SRX5400221.scaffold	278	101	76	69	49	29	4317269	4262560	4204967	4156662	3824771	3084376	127	263520	4280714	4349904	65.49	65.63	86720	83788	47674	43138	15	16	32	33	4	4	141549	11	0	5	0	0 + 0 part	0	98.328	1.001	23.20	8.60	1.96	263520	4279098	83788	83591	43138	43007	15	16	33	34
SRX5400222.scaffold	421	124	97	87	50	29	4441070	4360299	4308233	4236418	3610927	2834589	145	227543	4374585	4349904	65.57	65.63	66152	66152	37362	37618	18	18	40	39	6	5	367792	5	0	5	0	0 + 2 part	2423	98.500	1.020	28.00	7.26	2.26	227543	4369298	65710	65710	36084	36352	20	20	42	41
SRX5400223.scaffold	4606	129	79	74	49	29	5144310	4322170	4228129	4187619	3784529	3044125	173	227543	4351075	4349904	65.29	65.63	82030	82030	45383	45383	16	16	34	34	6	5	309061	11	0	4	0	49 + 0 part	60425	98.587	1.001	23.44	3.43	1.56	227543	4287392	79153	79153	42719	42719	16	16	35	35
SRX5400224.scaffold	261	102	75	69	48	31	4294130	4242747	4189115	4145526	3795664	3153377	130	212085	4261739	4349904	65.46	65.63	82720	81820	49869	47467	16	17	32	34	7	7	330693	13	0	4	0	1 + 1 part	3400	97.864	1.000	24.83	5.99	1.62	212061	4256623	78818	78818	44561	42650	17	17	34	36
SRX5400225.scaffold	664	118	81	76	54	28	4434883	4283928	4207759	4170072	3808817	2876986	145	204963	4302412	4349904	65.42	65.63	80818	80818	39093	39090	17	17	36	37	7	7	204582	12	0	4	0	15 + 0 part	18712	98.366	1.001	30.12	6.68	1.57	204963	4280103	74289	74289	39090	37655	17	17	37	38
SRX5400226.scaffold	323	274	182	132	61	30	6703888	6676754	6441712	6082515	4946097	3833846	300	370971	6696542	4349904	57.37	65.63	63040	157506	23764	68186	22	10	65	20	4	4	123075	3	0	0	0	208 + 1 part	2406787	98.583	1.000	4.97	4.87	1.10	370971	4289216	63040	157506	-	64295	22	10	-	21
SRX5400227.scaffold	103	62	41	39	32	25	4319174	4300202	4256582	4241201	4113567	3826098	79	393462	4312967	4349904	65.59	65.63	162212	162212	98816	98816	9	9	17	17	3	3	560271	8	0	0	0	0 + 0 part	0	99.130	1.000	6.79	3.73	1.23	393462	4312495	162212	162212	98816	72916	9	9	17	18
SRX5400228.scaffold	115	74	46	45	35	28	4304774	4284052	4226375	4217842	4037434	3733681	95	371028	4299446	4349904	65.54	65.63	142984	142984	70982	68186	11	11	20	21	3	3	76543	6	0	0	0	0 + 0 part	0	98.795	1.000	4.51	4.35	1.28	371028	4298912	142984	142984	70982	68186	11	11	20	21
SRX5400229.scaffold	101	70	47	46	34	24	4308923	4294435	4246938	4239334	4017321	3598985	82	481219	4303455	4349904	65.55	65.63	163425	163425	64492	63405	9	9	18	19	5	5	331728	4	0	0	0	0 + 0 part	0	98.834	1.001	7.06	3.81	1.28	481218	4299914	162658	162658	64492	63405	9	9	19	20
SRX5400230.scaffold	122	72	48	46	36	28	4310577	4287212	4233945	4219093	4035651	3706357	92	321836	4301873	4349904	65.54	65.63	142954	142954	70908	70908	11	11	21	21	1	1	25364	5	0	0	0	1 + 0 part	510	98.826	1.001	6.83	3.23	1.02	321836	4299584	142954	142954	70908	70908	11	11	21	21
SRX5400231.scaffold	1440	370	49	47	36	27	5396096	4704145	4240500	4225329	4016265	3647087	1196	367069	5287026	4349904	61.26	65.63	114543	157569	37378	63070	14	10	35	21	3	3	32242	6	0	0	0	1102 + 2 part	986633	98.790	1.001	5.26	3.93	1.02	367069	4299077	114543	157569	37378	63070	14	10	35	21
SRX5400232.scaffold	112	74	49	48	36	26	4303986	4285194	4235947	4227420	4000406	3574367	91	365645	4298447	4349904	65.55	65.63	157571	157571	63073	63073	10	10	21	21	4	4	46476	2	0	1	0	0 + 0 part	0	98.728	1.001	6.93	3.75	1.09	365645	4296353	157571	157571	63073	63073	10	10	21	21
SRX5400233.scaffold	104	68	44	42	34	25	4312656	4296818	4247217	4233211	4085570	3717802	81	505800	4306557	4349904	65.57	65.63	164199	164199	72916	72916	9	9	18	18	2	2	481351	4	0	0	0	0 + 0 part	0	98.949	1.001	4.57	4.16	1.25	505800	4304788	162709	162709	70925	70925	10	10	19	19
SRX5400234.scaffold	105	65	45	42	34	28	4318262	4298745	4261049	4241675	4091989	3824442	83	393518	4312124	4349904	65.58	65.63	158475	158475	87871	87871	10	10	19	19	5	4	168846	4	0	0	0	0 + 0 part	0	99.060	1.001	4.55	4.32	1.42	393518	4310470	157513	157513	87843	87843	10	10	19	19
SRX5400235.scaffold	101	63	42	41	31	25	4318157	4301026	4262652	4257152	4066848	3824050	77	395826	4312040	4349904	65.59	65.63	204991	194033	98816	96361	8	9	16	17	7	7	384384	4	0	0	0	0 + 0 part	0	99.076	1.001	0.00	3.83	1.16	395826	4310775	194033	194033	96361	96361	9	9	17	17
SRX5400236.scaffold	164	78	52	49	38	27	4324853	4281471	4233041	4213877	4000250	3537011	114	322454	4306187	4349904	65.53	65.63	140252	140252	64492	63605	11	11	22	23	3	3	27107	4	0	0	0	9 + 0 part	4921	98.837	1.000	4.51	3.26	1.00	322333	4300772	140252	140252	64492	63605	11	11	22	23
SRX5400237.scaffold	163	72	50	47	36	27	4331603	4286447	4240790	4220952	4007976	3665882	107	367057	4310490	4349904	65.54	65.63	157606	157606	68797	64492	10	10	20	21	4	4	29390	5	0	0	0	8 + 0 part	4354	98.898	1.001	2.25	3.46	1.12	367057	4303341	157606	157606	68797	64492	10	10	20	21
SRX5400238.scaffold	98	67	46	44	34	25	4315756	4299360	4255047	4241073	4059291	3689894	83	505853	4311323	4349904	65.58	65.63	164544	164544	68252	68252	9	9	18	18	3	3	90175	7	0	0	0	0 + 2 part	3013	98.977	1.001	0.00	3.55	1.18	505853	4305600	162959	162959	68252	68252	9	9	18	18
SRX5400239.scaffold	120	82	54	52	37	30	4303655	4285247	4230960	4216080	3959464	3681412	100	293437	4298653	4349904	65.54	65.63	137669	134466	64492	64492	11	12	23	23	4	4	338170	4	0	0	0	0 + 0 part	0	98.780	1.000	0.00	3.28	1.02	293436	4298254	116089	116089	63358	63358	12	12	25	25
SRX5400240.scaffold	100	63	44	42	34	26	4316210	4299433	4259875	4244501	4090585	3772305	77	371260	4309823	4349904	65.58	65.63	166942	166942	84201	84201	10	10	18	18	4	4	210150	7	0	0	0	0 + 0 part	0	99.017	1.001	4.57	3.46	1.23	371260	4308980	164349	164349	76187	76187	10	10	19	19
SRX5400241.scaffold	126	76	50	48	37	27	4310613	4283716	4233226	4219868	4010123	3573947	103	366850	4304019	4349904	65.55	65.63	142954	142954	63841	63841	11	11	22	22	3	3	26421	8	0	0	0	0 + 0 part	0	98.891	1.001	0.00	3.30	1.02	366850	4302811	142954	142954	63841	63841	11	11	22	22
SRX5400242.scaffold	128	66	46	44	33	26	4320930	4290695	4248350	4233885	4024149	3731039	94	392740	4309561	4349904	65.55	65.63	157572	157572	87880	87880	10	10	19	19	5	5	516030	7	0	0	0	5 + 0 part	2541	98.971	1.000	2.23	3.88	1.11	392740	4306265	140549	140549	87880	67999	10	10	19	20
SRX5400243.scaffold	124	69	45	42	33	26	4321424	4293988	4246278	4225526	4049470	3748854	96	371303	4313049	4349904	65.55	65.63	157664	157664	76715	70964	10	10	18	19	6	6	33101	9	0	0	0	5 + 0 part	2546	99.022	1.001	2.23	3.27	1.04	371303	4309782	157664	157664	76715	70964	10	10	18	19
SRX5400244.scaffold	118	65	44	42	33	26	4319018	4293297	4255669	4241701	4071259	3816240	88	393364	4309478	4349904	65.55	65.63	167108	167108	98816	98816	10	10	18	18	4	4	212404	6	0	0	0	4 + 0 part	2075	98.998	1.000	0.00	3.30	1.14	393364	4307261	162226	162226	98816	87838	10	10	18	19
SRX5400245.scaffold	114	71	48	47	37	28	4313554	4291942	4249706	4244706	4053003	3700506	93	398998	4307623	4349904	65.57	65.63	157585	157585	64492	63175	10	10	20	21	3	3	65410	8	0	1	0	0 + 0 part	0	98.978	1.001	6.87	3.27	1.11	398998	4307095	157585	157585	64492	63075	10	10	20	21
SRX5400246.scaffold	94	60	43	42	32	24	4316182	4301055	4268316	4259967	4072889	3742931	72	481329	4310129	4349904	65.58	65.63	204914	204914	72916	70933	8	8	16	17	2	2	204408	6	0	0	0	0 + 0 part	0	99.080	1.000	2.32	3.90	1.32	481324	4309587	204914	204914	72916	70933	8	8	16	17
SRX5400247.scaffold	107	65	46	44	35	26	4313035	4293050	4259534	4248839	4081501	3707819	84	393403	4307554	4349904	65.55	65.63	157647	157647	75746	75746	10	10	19	19	2	2	309316	6	0	0	0	0 + 0 part	0	99.009	1.000	2.30	4.20	1.39	393403	4306886	157513	157513	72822	72822	10	10	20	20
SRX5400248.scaffold	106	67	45	44	36	25	4312814	4294553	4246431	4237905	4092446	3619407	83	325236	4306295	4349904	65.54	65.63	162630	162630	72916	70973	10	10	19	20	3	3	274901	2	0	0	0	0 + 0 part	0	98.944	1.001	2.30	0.72	0.58	325236	4305210	142954	142954	72916	70973	11	11	20	21
SRX5400249.scaffold	95	55	39	37	31	27	4320970	4304933	4271527	4255346	4149234	4017369	69	371322	4315078	4349904	65.60	65.63	191003	191003	115384	115384	9	9	17	17	2	2	333198	6	0	0	0	0 + 0 part	0	99.163	1.000	4.52	4.22	1.34	371322	4313483	182354	182354	115384	115384	9	9	17	17
SRX5400250.scaffold	94	59	42	41	34	26	4315175	4299447	4263407	4254764	4119913	3806719	71	481594	4308586	4349904	65.57	65.63	169017	169017	75902	75902	9	9	18	18	3	3	380769	5	0	0	0	0 + 0 part	0	99.033	1.000	2.23	3.27	1.14	481594	4307470	165865	165865	75902	75902	9	9	18	18
SRX5400251.scaffold	99	52	36	34	30	25	4319910	4299534	4267151	4250744	4168250	3959857	70	481547	4312873	4349904	65.59	65.63	194366	194366	123701	123701	8	8	16	16	3	3	69471	5	0	1	0	0 + 0 part	0	99.073	1.001	9.14	3.39	1.18	481547	4311017	194366	194366	123602	123602	8	8	16	16
